"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2025-07-01,"All Cancers Combined","Early stages (I+II)",12018,0.608537141121069,0.472498525653627,11506,0.49438202247191,58.6975793259193,60.0805279353105
2025-07-01,"All Cancers Combined","Late stages (III+IV)",7731,0.391462858878931,0.303951248279929,7867.33333333333,0.338038255240223,39.9194720646895,41.3024206740807
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Stage I",3260,0.472463768115942,0.363879897309968,3079.41666666667,0.38399908554327,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Stage II",2214,0.320869565217391,0.247125795289653,2121.08333333333,0.264496217474437,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Stage III",756,0.109565217391304,0.0843844179037839,828.083333333333,0.103260869565217,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Stage IV",670,0.0971014492753623,0.0747851322692265,731.833333333333,0.0912586249896084,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",2059,NA,0.229824757227369,1258.91666666667,0.156985202427467,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Total",8959,NA,NA,8019.33333333333,1,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",6900,NA,NA,6760.41666666667,NA,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",5474,0.793333333333333,0.61100569259962,5200.5,0.648495303017707,75.9063147610719,77.9145664914606
2025-07-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",1426,0.206666666666667,0.15916955017301,1559.91666666667,0.194519494554826,22.0854335085394,24.0936852389281
2025-07-01,"All Cancers Combined (excluding Lung)","Stage I",5371,0.467694183211425,0.371952908587258,4986.25,0.383949024967756,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Stage II",2802,0.243991640543365,0.19404432132964,2740.75,0.211042023600978,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Stage III",1928,0.167885754092651,0.133518005540166,2009.91666666667,0.15476671735936,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Stage IV",1383,0.12042842215256,0.0957756232686981,1448.41666666667,0.111530341822755,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Unknown stage",2956,NA,0.204709141274238,1801.41666666667,0.138711892249151,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Total",14440,NA,NA,12986.75,1,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","TotalKnown",11484,NA,NA,11185.3333333333,NA,NA,NA
2025-07-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",8173,0.711685823754789,0.565997229916897,7727,0.594991048568734,68.2186334606605,69.9313351112837
2025-07-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",3311,0.288314176245211,0.229293628808864,3458.33333333333,0.266297059182115,30.0686648887163,31.7813665393394
2025-07-01,"All Cancers Combined (excluding Prostate)","Stage I",4309,0.4298683160415,0.34146921309137,4089.33333333333,0.357563392596911,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Stage II",2472,0.246608140462889,0.195895078849354,2377.91666666667,0.207920431361119,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Stage III",1313,0.130985634477255,0.104049449243205,1400.08333333333,0.122420577091227,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Stage IV",1930,0.192537909018356,0.152943973373484,1958.08333333333,0.171211017196153,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Unknown stage",2595,NA,0.205642285442587,1611.25,0.140884581754591,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Total",12619,NA,NA,11436.6666666667,1,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","TotalKnown",10024,NA,NA,9825.41666666667,NA,NA,NA
2025-07-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",6781,0.676476456504389,0.537364291940724,6467.25,0.56548382395803,64.8777673107708,66.7531380295972
2025-07-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",3243,0.323523543495611,0.256993422616689,3358.16666666667,0.29363159428738,33.2468619704028,35.1222326892292
2025-07-01,"Bladder","Stage I",252,0.454054054054054,0.294049008168028,235.916666666667,0.290210148641722,NA,NA
2025-07-01,"Bladder","Stage II",194,0.34954954954955,0.226371061843641,171.75,0.211276268580215,NA,NA
2025-07-01,"Bladder","Stage III",57,0.102702702702703,0.0665110851808635,66.3333333333333,0.0815991799077396,NA,NA
2025-07-01,"Bladder","Stage IV",52,0.0936936936936937,0.0606767794632439,47.1666666666667,0.058021527421835,NA,NA
2025-07-01,"Bladder","Unknown stage",302,NA,0.352392065344224,291.75,0.358892875448488,NA,NA
2025-07-01,"Bladder","Total",857,NA,NA,812.916666666667,1,NA,NA
2025-07-01,"Bladder","TotalKnown",555,NA,NA,521.166666666667,NA,NA,NA
2025-07-01,"Bladder","Early stages (I+II)",446,0.803603603603604,0.520420070011669,407.666666666667,0.501486417221937,74.4788831065523,81.5519957286265
2025-07-01,"Bladder","Late stages (III+IV)",109,0.196396396396396,0.127187864644107,113.5,0.139620707329575,18.4480042713735,25.5211168934477
2025-07-01,"Blood","Stage I",109,0.1703125,0.0867834394904459,121.583333333333,0.107255752407557,NA,NA
2025-07-01,"Blood","Stage II",109,0.1703125,0.0867834394904459,108.75,0.0959347202822907,NA,NA
2025-07-01,"Blood","Stage III",133,0.2078125,0.105891719745223,139.25,0.122840549878703,NA,NA
2025-07-01,"Blood","Stage IV",289,0.4515625,0.230095541401274,296.916666666667,0.26192751598912,NA,NA
2025-07-01,"Blood","Unknown stage",616,NA,0.490445859872611,467.083333333333,0.412041461442329,NA,NA
2025-07-01,"Blood","Total",1256,NA,NA,1133.58333333333,1,NA,NA
2025-07-01,"Blood","TotalKnown",640,NA,NA,666.5,NA,NA,NA
2025-07-01,"Blood","Early stages (I+II)",218,0.340625,0.173566878980892,230.333333333333,0.203190472689848,31.0460237481689,38.2482320934065
2025-07-01,"Blood","Late stages (III+IV)",422,0.659375,0.335987261146497,436.166666666667,0.384768065867823,61.7517679065935,68.9539762518311
2025-07-01,"Bowel","Stage I",625,0.233383121732636,0.185459940652819,625.916666666667,0.19873524898132,NA,NA
2025-07-01,"Bowel","Stage II",651,0.243091859596714,0.193175074183976,660.166666666667,0.209609991003863,NA,NA
2025-07-01,"Bowel","Stage III",892,0.333084391336818,0.264688427299703,848.583333333333,0.269434301741017,NA,NA
2025-07-01,"Bowel","Stage IV",510,0.190440627333831,0.1513353115727,512.166666666667,0.162618405037837,NA,NA
2025-07-01,"Bowel","Unknown stage",692,NA,0.205341246290801,502.666666666667,0.159602053235963,NA,NA
2025-07-01,"Bowel","Total",3370,NA,NA,3149.5,1,NA,NA
2025-07-01,"Bowel","TotalKnown",2678,NA,NA,2646.83333333333,NA,NA,NA
2025-07-01,"Bowel","Early stages (I+II)",1276,0.47647498132935,0.378635014836795,1286.08333333333,0.408345239985183,46.6888670603104,50.4942401662841
2025-07-01,"Bowel","Late stages (III+IV)",1402,0.52352501867065,0.416023738872404,1360.75,0.432052706778854,49.5057598337159,53.3111329396896
2025-07-01,"Breast","Stage I",1478,0.420364050056883,0.325407309555262,1467.91666666667,0.359989373007439,NA,NA
2025-07-01,"Breast","Stage II",1556,0.44254835039818,0.342580361074417,1507.66666666667,0.369737595029837,NA,NA
2025-07-01,"Breast","Stage III",310,0.0881683731513083,0.0682518714222809,341.833333333333,0.0838306220877953,NA,NA
2025-07-01,"Breast","Stage IV",172,0.0489192263936291,0.0378687802730075,162.5,0.0398512221041445,NA,NA
2025-07-01,"Breast","Unknown stage",1026,NA,0.225891677675033,597.75,0.146591187770784,NA,NA
2025-07-01,"Breast","Total",4542,NA,NA,4077.66666666667,1,NA,NA
2025-07-01,"Breast","TotalKnown",3516,NA,NA,3479.91666666667,NA,NA,NA
2025-07-01,"Breast","Early stages (I+II)",3034,0.862912400455063,0.667987670629679,2975.58333333333,0.729726968037276,84.298545857055,86.6377795416632
2025-07-01,"Breast","Late stages (III+IV)",482,0.137087599544937,0.106120651695288,504.333333333333,0.12368184419194,13.3622204583368,15.701454142945
2025-07-01,"Cervical","Stage I",69,0.425925925925926,0.345,80.6666666666667,0.42344706911636,NA,NA
2025-07-01,"Cervical","Stage II",37,0.228395061728395,0.185,28.1666666666667,0.147856517935258,NA,NA
2025-07-01,"Cervical","Stage III",38,0.234567901234568,0.19,36.75,0.192913385826772,NA,NA
2025-07-01,"Cervical","Stage IV",18,0.111111111111111,0.09,21.25,0.111548556430446,NA,NA
2025-07-01,"Cervical","Unknown stage",38,NA,0.19,23.6666666666667,0.124234470691164,NA,NA
2025-07-01,"Cervical","Total",200,NA,NA,190.5,1,NA,NA
2025-07-01,"Cervical","TotalKnown",162,NA,NA,166.833333333333,NA,NA,NA
2025-07-01,"Cervical","Early stages (I+II)",106,0.654320987654321,0.53,108.833333333333,0.571303587051619,57.7390845983816,72.0446536395758
2025-07-01,"Cervical","Late stages (III+IV)",56,0.345679012345679,0.28,58,0.304461942257218,27.9553463604242,42.2609154016184
2025-07-01,"Colon","Stage I",408,0.210961737331955,0.169224388220655,400.666666666667,0.179155643328241,NA,NA
2025-07-01,"Colon","Stage II",527,0.272492244053775,0.21858150145168,527,0.235644818720423,NA,NA
2025-07-01,"Colon","Stage III",615,0.31799379524302,0.255080879303194,572.333333333333,0.25591534076089,NA,NA
2025-07-01,"Colon","Stage IV",384,0.198552223371251,0.15927001244297,381.416666666667,0.170548123858852,NA,NA
2025-07-01,"Colon","Unknown stage",477,NA,0.197843218581501,355,0.158736073331594,NA,NA
2025-07-01,"Colon","Total",2411,NA,NA,2236.41666666667,1,NA,NA
2025-07-01,"Colon","TotalKnown",1934,NA,NA,1881.41666666667,NA,NA,NA
2025-07-01,"Colon","Early stages (I+II)",935,0.483453981385729,0.387805889672335,927.666666666667,0.414800462048664,47.051439741306,51.5650185048777
2025-07-01,"Colon","Late stages (III+IV)",999,0.516546018614271,0.414350891746163,953.75,0.426463464619741,48.4349814951223,52.948560258694
2025-07-01,"Gynaecological","Stage I",717,0.641323792486583,0.462282398452611,714.5,0.495148995148995,NA,NA
2025-07-01,"Gynaecological","Stage II",86,0.0769230769230769,0.0554480980012895,89.5,0.062023562023562,NA,NA
2025-07-01,"Gynaecological","Stage III",207,0.18515205724508,0.133462282398453,229.333333333333,0.158928158928159,NA,NA
2025-07-01,"Gynaecological","Stage IV",108,0.0966010733452594,0.0696324951644101,151.666666666667,0.105105105105105,NA,NA
2025-07-01,"Gynaecological","Unknown stage",433,NA,0.279174725983237,258,0.178794178794179,NA,NA
2025-07-01,"Gynaecological","Total",1551,NA,NA,1443,1,NA,NA
2025-07-01,"Gynaecological","TotalKnown",1118,NA,NA,1185,NA,NA,NA
2025-07-01,"Gynaecological","Early stages (I+II)",803,0.71824686940966,0.517730496453901,804,0.557172557172557,65.1348412246093,70.4460175065126
2025-07-01,"Gynaecological","Late stages (III+IV)",315,0.28175313059034,0.203094777562863,381,0.264033264033264,29.5539824934874,34.8651587753907
2025-07-01,"Hodgkin Lymphoma","Stage I",10,0.0854700854700855,0.0552486187845304,12.1666666666667,0.0796508456082924,NA,NA
2025-07-01,"Hodgkin Lymphoma","Stage II",40,0.341880341880342,0.220994475138122,38.6666666666667,0.253136933987998,NA,NA
2025-07-01,"Hodgkin Lymphoma","Stage III",36,0.307692307692308,0.198895027624309,25,0.16366612111293,NA,NA
2025-07-01,"Hodgkin Lymphoma","Stage IV",31,0.264957264957265,0.171270718232044,35.1666666666667,0.230223677032188,NA,NA
2025-07-01,"Hodgkin Lymphoma","Unknown stage",64,NA,0.353591160220994,41.75,0.273322422258592,NA,NA
2025-07-01,"Hodgkin Lymphoma","Total",181,NA,NA,152.75,1,NA,NA
2025-07-01,"Hodgkin Lymphoma","TotalKnown",117,NA,NA,111,NA,NA,NA
2025-07-01,"Hodgkin Lymphoma","Early stages (I+II)",50,0.427350427350427,0.276243093922652,50.8333333333333,0.33278777959629,36.8230412666756,55.049812466482
2025-07-01,"Hodgkin Lymphoma","Late stages (III+IV)",67,0.572649572649573,0.370165745856354,60.1666666666667,0.393889798145117,44.950187533518,63.1769587333243
2025-07-01,"Kidney","Stage I",379,0.53988603988604,0.376365441906653,377.583333333333,0.40257663260773,NA,NA
2025-07-01,"Kidney","Stage II",50,0.0712250712250712,0.0496524329692155,47.8333333333333,0.0509995557529987,NA,NA
2025-07-01,"Kidney","Stage III",164,0.233618233618234,0.162859980139027,174.416666666667,0.185961794757885,NA,NA
2025-07-01,"Kidney","Stage IV",109,0.155270655270655,0.10824230387289,114.25,0.121812527765438,NA,NA
2025-07-01,"Kidney","Unknown stage",305,NA,0.302879841112214,223.833333333333,0.238649489115948,NA,NA
2025-07-01,"Kidney","Total",1007,NA,NA,937.916666666667,1,NA,NA
2025-07-01,"Kidney","TotalKnown",702,NA,NA,714.083333333333,NA,NA,NA
2025-07-01,"Kidney","Early stages (I+II)",429,0.611111111111111,0.426017874875869,425.416666666667,0.453576188360729,55.9338535418009,63.114102663988
2025-07-01,"Kidney","Late stages (III+IV)",273,0.388888888888889,0.271102284011917,288.666666666667,0.307774322523323,36.885897336012,44.0661464581991
2025-07-01,"Lung","Stage I",1049,0.335787451984635,0.286612021857924,1009.91666666667,0.295527701911822,NA,NA
2025-07-01,"Lung","Stage II",258,0.0825864276568502,0.0704918032786885,256.833333333333,0.0751560671088568,NA,NA
2025-07-01,"Lung","Stage III",557,0.178297055057618,0.152185792349727,572,0.167381974248927,NA,NA
2025-07-01,"Lung","Stage IV",1260,0.403329065300896,0.344262295081967,1226.25,0.358832422941865,NA,NA
2025-07-01,"Lung","Unknown stage",536,NA,0.146448087431694,352.333333333333,0.103101833788529,NA,NA
2025-07-01,"Lung","Total",3660,NA,NA,3417.33333333333,1,NA,NA
2025-07-01,"Lung","TotalKnown",3124,NA,NA,3065,NA,NA,NA
2025-07-01,"Lung","Early stages (I+II)",1307,0.418373879641485,0.357103825136612,1266.75,0.370683769020679,39.5981349758984,43.0826255934584
2025-07-01,"Lung","Late stages (III+IV)",1817,0.581626120358515,0.496448087431694,1798.25,0.526214397190792,56.9173744065416,60.4018650241016
2025-07-01,"Melanoma Skin","Stage I",1005,0.693581780538302,0.575601374570447,824.583333333333,0.578316773816482,NA,NA
2025-07-01,"Melanoma Skin","Stage II",382,0.263630089717046,0.218785796105384,344.25,0.241437755698422,NA,NA
2025-07-01,"Melanoma Skin","Stage III",36,0.0248447204968944,0.0206185567010309,59.3333333333333,0.0416130917592051,NA,NA
2025-07-01,"Melanoma Skin","Stage IV",26,0.0179434092477571,0.0148911798396334,26,0.0182349503214494,NA,NA
2025-07-01,"Melanoma Skin","Unknown stage",297,NA,0.170103092783505,171.666666666667,0.120397428404442,NA,NA
2025-07-01,"Melanoma Skin","Total",1746,NA,NA,1425.83333333333,1,NA,NA
2025-07-01,"Melanoma Skin","TotalKnown",1449,NA,NA,1254.16666666667,NA,NA,NA
2025-07-01,"Melanoma Skin","Early stages (I+II)",1387,0.957211870255348,0.79438717067583,1168.83333333333,0.819754529514904,91.6663606910497,94.4618588369637
2025-07-01,"Melanoma Skin","Late stages (III+IV)",62,0.0427881297446515,0.0355097365406644,85.3333333333333,0.0598480420806546,5.5381411630363,8.33363930895034
2025-07-01,"Non-Hodgkin Lymphoma","Stage I",88,0.178861788617886,0.0883534136546185,97.5833333333333,0.108255523712674,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Stage II",69,0.140243902439024,0.0692771084337349,68.4166666666667,0.0758990477951373,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Stage III",96,0.195121951219512,0.0963855421686747,112.75,0.125080891189794,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Stage IV",239,0.485772357723577,0.23995983935743,247.083333333333,0.274105574558565,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Unknown stage",504,NA,0.506024096385542,375.583333333333,0.416658962743829,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Total",996,NA,NA,901.416666666667,1,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","TotalKnown",492,NA,NA,525.833333333333,NA,NA,NA
2025-07-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",157,0.319105691056911,0.157630522088353,166,0.184154571507812,27.7421315363034,35.6630868723221
2025-07-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",335,0.680894308943089,0.336345381526104,359.833333333333,0.399186465748359,64.3369131276779,72.2578684636966
2025-07-01,"Oesophageal","Stage I",23,0.0396551724137931,0.0310391363022942,32.25,0.0441881708152546,NA,NA
2025-07-01,"Oesophageal","Stage II",152,0.262068965517241,0.205128205128205,144.083333333333,0.197419502169445,NA,NA
2025-07-01,"Oesophageal","Stage III",145,0.25,0.195681511470985,151.333333333333,0.207353277003882,NA,NA
2025-07-01,"Oesophageal","Stage IV",260,0.448275862068966,0.350877192982456,280.5,0.384334322904773,NA,NA
2025-07-01,"Oesophageal","Unknown stage",161,NA,0.217273954116059,121.666666666667,0.166704727106645,NA,NA
2025-07-01,"Oesophageal","Total",741,NA,NA,729.833333333333,1,NA,NA
2025-07-01,"Oesophageal","TotalKnown",580,NA,NA,608.166666666667,NA,NA,NA
2025-07-01,"Oesophageal","Early stages (I+II)",175,0.301724137931035,0.236167341430499,176.333333333333,0.2416076729847,25.5288981520346,32.7232901180905
2025-07-01,"Oesophageal","Late stages (III+IV)",405,0.698275862068966,0.546558704453441,431.833333333333,0.591687599908655,67.2767098819095,74.4711018479654
2025-07-01,"Oesophago-gastric","Stage I",60,0.0734394124847001,0.0535714285714286,72.4166666666667,0.06750038837968,NA,NA
2025-07-01,"Oesophago-gastric","Stage II",190,0.232558139534884,0.169642857142857,179.666666666667,0.167469318005282,NA,NA
2025-07-01,"Oesophago-gastric","Stage III",203,0.248470012239902,0.18125,197.583333333333,0.184169644244213,NA,NA
2025-07-01,"Oesophago-gastric","Stage IV",364,0.445532435740514,0.325,391.666666666667,0.365076899176635,NA,NA
2025-07-01,"Oesophago-gastric","Unknown stage",303,NA,0.270535714285714,231.5,0.21578375019419,NA,NA
2025-07-01,"Oesophago-gastric","Total",1120,NA,NA,1072.83333333333,1,NA,NA
2025-07-01,"Oesophago-gastric","TotalKnown",817,NA,NA,841.333333333333,NA,NA,NA
2025-07-01,"Oesophago-gastric","Early stages (I+II)",250,0.305997552019584,0.223214285714286,252.083333333333,0.234969706384962,26.9637283572924,33.1431430500578
2025-07-01,"Oesophago-gastric","Late stages (III+IV)",567,0.694002447980416,0.50625,589.25,0.549246543420848,66.8568569499422,73.0362716427075
2025-07-01,"Ovarian","Stage I",168,0.459016393442623,0.314606741573034,138.333333333333,0.280737358362929,NA,NA
2025-07-01,"Ovarian","Stage II",34,0.092896174863388,0.0636704119850187,33.1666666666667,0.067309318450871,NA,NA
2025-07-01,"Ovarian","Stage III",97,0.265027322404372,0.181647940074906,107.833333333333,0.218839844410621,NA,NA
2025-07-01,"Ovarian","Stage IV",67,0.183060109289617,0.125468164794007,87.4166666666667,0.177405716218502,NA,NA
2025-07-01,"Ovarian","Unknown stage",168,NA,0.314606741573034,126,0.255707762557078,NA,NA
